Location,Station_Number,Depth,Time_Range,Population,Sample_Type,VP,abs_VP,VP_SE,VP_R_Squared,VP_Method
CR,5,1,T0_T3,c_Viruses,VP,150679.0123,452037.037,NA,1,LM_AR_DIFF
CR,5,1,T0_T6,c_Viruses,VP,242330.2469,1453981.481,52914.86495,0.954489532,LM_AR_DIFF
CR,5,1,T0_T12,c_Viruses,VP,205154.321,2461851.852,22907.33766,0.975671162,LM_AR_DIFF
CR,5,1,T0_T24,c_Viruses,VP,155335.6481,3728055.556,17554.75693,0.963098883,LM_AR_DIFF
CR,1,1,T0_T3,c_Viruses,VP,190507.9365,571523.8095,NA,1,LM_AR_DIFF_LMER
CR,1,1,T0_T6,c_Viruses,VP,25812.9985,154877.991,95086.66679,0.068636758,LM_AR_DIFF_LMER
CR,1,1,T0_T9,c_Viruses,VP,77435.33546,696918.0191,51928.63755,0.526474814,LM_AR_DIFF_LMER
CR,1,1,T0_T12,c_Viruses,VP,89355.6606,1072267.927,30760.78429,0.737720755,LM_AR_DIFF_LMER
CR,1,1,T0_T24,c_Viruses,VP,91052.00881,2185248.211,13328.8089,0.92105089,LM_AR_DIFF_LMER
CR,2,1,T0_T3,c_Viruses,VP,62388.75918,187166.2775,NA,1,LM_AR_DIFF_LMER
CR,2,1,T0_T6,c_Viruses,VP,98022.8443,588137.0658,20573.34864,0.957807654,LM_AR_DIFF_LMER
CR,2,1,T0_T9,c_Viruses,VP,91751.18257,825760.6431,9887.556918,0.97730068,LM_AR_DIFF_LMER
CR,2,1,T0_T12,c_Viruses,VP,67961.4034,815536.8408,14874.10922,0.874354722,LM_AR_DIFF_LMER
CR,2,1,T0_T24,c_Viruses,VP,77091.25317,1850190.076,6959.05997,0.9684339,LM_AR_DIFF_LMER
CR,3,1,T0_T3,c_Viruses,VP,182682.0587,548046.176,NA,1,LM_AR_DIFF_LMER
CR,3,1,T0_T6,c_Viruses,VP,190721.9817,1144331.89,4641.851731,0.999407997,LM_AR_DIFF_LMER
CR,3,1,T0_T9,c_Viruses,VP,190899.8557,1718098.701,2078.437847,0.999762977,LM_AR_DIFF_LMER
CR,3,1,T0_T12,c_Viruses,VP,261296.8226,3135561.871,40661.41844,0.9322731,LM_AR_DIFF_LMER
CR,3,1,T0_T24,c_Viruses,VP,72286.28512,1734870.843,57333.10773,0.284391375,LM_AR_DIFF_LMER
CR,4,1,T0_T3,c_Viruses,VP,284571.4286,853714.2857,NA,1,LM_AR_DIFF_LMER
CR,4,1,T0_T6,c_Viruses,VP,291627.866,1749767.196,4074.036027,0.999804878,LM_AR_DIFF_LMER
CR,4,1,T0_T9,c_Viruses,VP,236919.224,2132273.016,31638.55332,0.965561627,LM_AR_DIFF_LMER
CR,4,1,T0_T12,c_Viruses,VP,254062.7866,3048753.439,20775.78555,0.980333464,LM_AR_DIFF_LMER
CR,4,1,T0_T24,c_Viruses,VP,107956.9444,2590966.667,43125.87386,0.610383454,LM_AR_DIFF_LMER
CR,5,1,T0_T3,c_Viruses,VP,150679.0123,452037.037,NA,1,LM_AR_DIFF_LMER
CR,5,1,T0_T6,c_Viruses,VP,242330.2469,1453981.481,52914.86495,0.954489532,LM_AR_DIFF_LMER
CR,5,1,T0_T12,c_Viruses,VP,205154.321,2461851.852,22907.33766,0.975671162,LM_AR_DIFF_LMER
CR,5,1,T0_T24,c_Viruses,VP,155335.6481,3728055.556,17554.75693,0.963098883,LM_AR_DIFF_LMER
CR,1,1,T0_T12,c_Viruses,VP,173097.717,1685172.604,35162.26076,NA,VPCL_SR_AVG
CR,1,1,T0_T24,c_Viruses,VP,141197.6269,2726630.938,23324.72886,NA,VPCL_SR_AVG
CR,1,1,T0_T3,c_Viruses,VP,190507.9365,571523.8095,23738.07268,NA,VPCL_SR_AVG
CR,1,1,T0_T6,c_Viruses,VP,177095.2381,670571.4286,29844.98879,NA,VPCL_SR_AVG
CR,1,1,T0_T9,c_Viruses,VP,221401.9097,1428928.732,60478.17677,NA,VPCL_SR_AVG
CR,2,1,T0_T12,c_Viruses,VP,862335.1748,10348022.1,56349.94508,NA,VPCL_SR_AVG
CR,2,1,T0_T24,c_Viruses,VP,775073.2147,15460326.59,46487.00205,NA,VPCL_SR_AVG
CR,2,1,T0_T3,c_Viruses,VP,635257.9445,1905773.834,30637.64556,NA,VPCL_SR_AVG
CR,2,1,T0_T6,c_Viruses,VP,755411.2729,4532467.637,47639.84839,NA,VPCL_SR_AVG
CR,2,1,T0_T9,c_Viruses,VP,835612.017,7520508.153,55298.53114,NA,VPCL_SR_AVG
CR,3,1,T0_T12,c_Viruses,VP,278196.425,3338357.1,13512.35969,NA,VPCL_SR_AVG
CR,3,1,T0_T24,c_Viruses,VP,278196.425,3338357.1,13512.35969,NA,VPCL_SR_AVG
CR,3,1,T0_T3,c_Viruses,VP,182682.0587,548046.176,31612.15597,NA,VPCL_SR_AVG
CR,3,1,T0_T6,c_Viruses,VP,190721.9817,1144331.89,25605.00298,NA,VPCL_SR_AVG
CR,3,1,T0_T9,c_Viruses,VP,190026.2947,1710236.652,6023.515342,NA,VPCL_SR_AVG
CR,4,1,T0_T12,c_Viruses,VP,306342.1316,3204464.165,63127.62607,NA,VPCL_SR_AVG
CR,4,1,T0_T24,c_Viruses,VP,275543.3001,3222519.721,92402.45805,NA,VPCL_SR_AVG
CR,4,1,T0_T3,c_Viruses,VP,284571.4286,853714.2857,93604.46527,NA,VPCL_SR_AVG
CR,4,1,T0_T6,c_Viruses,VP,291627.866,1749767.196,41963.4182,NA,VPCL_SR_AVG
CR,4,1,T0_T9,c_Viruses,VP,268059.8044,2072427.128,41988.70137,NA,VPCL_SR_AVG
CR,5,1,T0_T12,c_Viruses,VP,198549.3827,2382592.593,17818.68693,NA,VPCL_SR_AVG
CR,5,1,T0_T24,c_Viruses,VP,155131.1728,3723148.148,13808.93073,NA,VPCL_SR_AVG
CR,5,1,T0_T3,c_Viruses,VP,150679.0123,452037.037,57245.88924,NA,VPCL_SR_AVG
CR,5,1,T0_T6,c_Viruses,VP,242330.2469,1453981.481,50073.4331,NA,VPCL_SR_AVG
CR,1,1,T0_T3,c_Viruses,VP,190507.9365,571523.8095,NA,NA,VPCL_AR
CR,1,1,T0_T6,c_Viruses,VP,190507.9365,571523.8095,NA,NA,VPCL_AR
CR,1,1,T0_T9,c_Viruses,VP,221646.8521,1329881.113,NA,NA,VPCL_AR
CR,1,1,T0_T12,c_Viruses,VP,179804.0662,1586124.985,NA,NA,VPCL_AR
CR,1,1,T0_T24,c_Viruses,VP,152366.7324,2627583.319,NA,NA,VPCL_AR
CR,2,1,T0_T3,c_Viruses,VP,62388.75918,187166.2775,NA,NA,VPCL_AR
CR,2,1,T0_T6,c_Viruses,VP,98022.8443,588137.0658,NA,NA,VPCL_AR
CR,2,1,T0_T9,c_Viruses,VP,87094.98848,783854.8963,NA,NA,VPCL_AR
CR,2,1,T0_T12,c_Viruses,VP,87094.98848,783854.8963,NA,NA,VPCL_AR
CR,2,1,T0_T24,c_Viruses,VP,92605.4905,1961246.807,NA,NA,VPCL_AR
CR,3,1,T0_T3,c_Viruses,VP,182682.0587,548046.176,NA,NA,VPCL_AR
CR,3,1,T0_T6,c_Viruses,VP,190721.9817,1144331.89,NA,NA,VPCL_AR
CR,3,1,T0_T9,c_Viruses,VP,190026.2947,1710236.652,NA,NA,VPCL_AR
CR,3,1,T0_T12,c_Viruses,VP,278196.425,3338357.1,NA,NA,VPCL_AR
CR,3,1,T0_T24,c_Viruses,VP,278196.425,3338357.1,NA,NA,VPCL_AR
CR,4,1,T0_T3,c_Viruses,VP,284571.4286,853714.2857,NA,NA,VPCL_AR
CR,4,1,T0_T6,c_Viruses,VP,291627.866,1749767.196,NA,NA,VPCL_AR
CR,4,1,T0_T9,c_Viruses,VP,230056.4374,2070507.937,NA,NA,VPCL_AR
CR,4,1,T0_T12,c_Viruses,VP,266878.7478,3202544.974,NA,NA,VPCL_AR
CR,4,1,T0_T24,c_Viruses,VP,266878.7478,3202544.974,NA,NA,VPCL_AR
CR,5,1,T0_T3,c_Viruses,VP,150679.0123,452037.037,NA,NA,VPCL_AR
CR,5,1,T0_T6,c_Viruses,VP,242330.2469,1453981.481,NA,NA,VPCL_AR
CR,5,1,T0_T12,c_Viruses,VP,198549.3827,2382592.593,NA,NA,VPCL_AR
CR,5,1,T0_T24,c_Viruses,VP,155131.1728,3723148.148,NA,NA,VPCL_AR
CR,1,1,T0_T3,c_Viruses,VP,190507.9365,571523.8095,25410.96518,NA,VPCL_AR_SE
CR,1,1,T0_T6,c_Viruses,VP,190507.9365,571523.8095,25410.96518,NA,VPCL_AR_SE
CR,1,1,T0_T9,c_Viruses,VP,221646.8521,1329881.113,77117.31997,NA,VPCL_AR_SE
CR,1,1,T0_T12,c_Viruses,VP,179804.0662,1586124.985,47613.24411,NA,VPCL_AR_SE
CR,1,1,T0_T24,c_Viruses,VP,152366.7324,2627583.319,25480.34752,NA,VPCL_AR_SE
CR,2,1,T0_T3,c_Viruses,VP,0,0,0,NA,VPCL_AR_SE
CR,2,1,T0_T6,c_Viruses,VP,0,0,0,NA,VPCL_AR_SE
CR,2,1,T0_T9,c_Viruses,VP,0,0,0,NA,VPCL_AR_SE
CR,2,1,T0_T12,c_Viruses,VP,0,0,0,NA,VPCL_AR_SE
CR,2,1,T0_T24,c_Viruses,VP,0,0,0,NA,VPCL_AR_SE
CR,3,1,T0_T3,c_Viruses,VP,182682.0587,548046.176,39985.27893,NA,VPCL_AR_SE
CR,3,1,T0_T6,c_Viruses,VP,190721.9817,1144331.89,28710.25938,NA,VPCL_AR_SE
CR,3,1,T0_T9,c_Viruses,VP,190026.2947,1710236.652,14575.13591,NA,VPCL_AR_SE
CR,3,1,T0_T12,c_Viruses,VP,278196.425,3338357.1,15423.56275,NA,VPCL_AR_SE
CR,3,1,T0_T24,c_Viruses,VP,278196.425,3338357.1,15423.56275,NA,VPCL_AR_SE
CR,4,1,T0_T3,c_Viruses,VP,284571.4286,853714.2857,204021.5198,NA,VPCL_AR_SE
CR,4,1,T0_T6,c_Viruses,VP,291627.866,1749767.196,110848.2344,NA,VPCL_AR_SE
CR,4,1,T0_T9,c_Viruses,VP,291627.866,1749767.196,110848.2344,NA,VPCL_AR_SE
CR,4,1,T0_T12,c_Viruses,VP,334486.7725,2881804.233,204934.4349,NA,VPCL_AR_SE
CR,4,1,T0_T24,c_Viruses,VP,334486.7725,2881804.233,204934.4349,NA,VPCL_AR_SE
CR,5,1,T0_T3,c_Viruses,VP,150679.0123,452037.037,59505.94488,NA,VPCL_AR_SE
CR,5,1,T0_T6,c_Viruses,VP,242330.2469,1453981.481,60988.9885,NA,VPCL_AR_SE
CR,5,1,T0_T12,c_Viruses,VP,198549.3827,2382592.593,23474.76939,NA,VPCL_AR_SE
CR,5,1,T0_T24,c_Viruses,VP,155131.1728,3723148.148,17163.31362,NA,VPCL_AR_SE
CR,1,1,T0_T3,c_Viruses,VP,190507.9365,571523.8095,NA,NA,VPCL_AR_DIFF
CR,1,1,T0_T6,c_Viruses,VP,190507.9365,571523.8095,NA,NA,VPCL_AR_DIFF
CR,1,1,T0_T9,c_Viruses,VP,221646.8521,1329881.113,NA,NA,VPCL_AR_DIFF
CR,1,1,T0_T12,c_Viruses,VP,179804.0662,1586124.985,NA,NA,VPCL_AR_DIFF
CR,1,1,T0_T24,c_Viruses,VP,152366.7324,2627583.319,NA,NA,VPCL_AR_DIFF
CR,2,1,T0_T3,c_Viruses,VP,62388.75918,187166.2775,NA,NA,VPCL_AR_DIFF
CR,2,1,T0_T6,c_Viruses,VP,98022.8443,588137.0658,NA,NA,VPCL_AR_DIFF
CR,2,1,T0_T9,c_Viruses,VP,87094.98848,783854.8963,NA,NA,VPCL_AR_DIFF
CR,2,1,T0_T12,c_Viruses,VP,87094.98848,783854.8963,NA,NA,VPCL_AR_DIFF
CR,2,1,T0_T24,c_Viruses,VP,92605.4905,1961246.807,NA,NA,VPCL_AR_DIFF
CR,3,1,T0_T3,c_Viruses,VP,182682.0587,548046.176,NA,NA,VPCL_AR_DIFF
CR,3,1,T0_T6,c_Viruses,VP,190721.9817,1144331.89,NA,NA,VPCL_AR_DIFF
CR,3,1,T0_T9,c_Viruses,VP,190026.2947,1710236.652,NA,NA,VPCL_AR_DIFF
CR,3,1,T0_T12,c_Viruses,VP,278196.425,3338357.1,NA,NA,VPCL_AR_DIFF
CR,3,1,T0_T24,c_Viruses,VP,278196.425,3338357.1,NA,NA,VPCL_AR_DIFF
CR,4,1,T0_T3,c_Viruses,VP,284571.4286,853714.2857,NA,NA,VPCL_AR_DIFF
